# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov 24 00:08:08 2023
#
# User ID:         gpadilam
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1955 b,Kepler-1955,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,14.26519966,,,0,,,,,1.167,,,0,0.104,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5825.00,105.00,-117.00,0,1.29,0.22,-0.22,0,1.05,0.10,-0.07,0,0.140,0.150,-0.150,0,[Fe/H],4.24,0.16,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h58m08.34s,299.5347603,+40d28m39.91s,40.4777528,449.3510000,5.6680000,-5.5300000,12.6090000,0.0690000,-0.0690000,11.0800000,0.0200000,-0.0200000,12.5298000,0.0001520,-0.0001520,2021-12-05,2022-02,2021-12-05
Kepler-1956 b,Kepler-1956,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.94371986,,,0,,,,,1.089,,,0,0.097,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4391.00,118.00,-131.00,0,0.68,0.03,-0.06,0,0.67,0.06,-0.05,0,0.040,0.250,-0.300,0,[Fe/H],4.60,0.05,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m29.00s,294.6208506,+49d53m39.19s,49.8942190,360.4680000,3.7710000,-3.6950000,15.9890000,0.1720000,-0.1720000,12.8480000,0.0290000,-0.0290000,15.5722000,0.0004590,-0.0004590,2021-12-05,2022-02,2021-12-05
Kepler-1957 b,Kepler-1957,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.18662000,,,0,,,,,0.944,,,0,0.084,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4904.00,148.00,-148.00,0,0.77,0.06,-0.08,0,0.74,0.09,-0.05,0,0.000,0.300,-0.300,0,[Fe/H],4.54,0.08,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m50.74s,293.7114360,+47d53m14.81s,47.8874467,460.8990000,4.3820000,-4.3820000,15.1300000,0.0690000,-0.0690000,12.6130000,0.0280000,-0.0280000,14.7806000,0.0003120,-0.0003120,2021-12-05,2022-02,2021-12-05
Kepler-1958 b,Kepler-1958,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,9.32861996,,,0,,,,,2.051,,,0,0.183,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5749.00,153.00,-170.00,0,0.86,0.23,-0.08,0,0.96,0.10,-0.12,0,-0.100,0.300,-0.300,0,[Fe/H],4.55,0.03,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m25.00s,289.1041643,+41d41m24.41s,41.6901138,1320.3800000,49.9100000,-46.4600000,15.4860000,0.0460000,-0.0460000,13.7270000,0.0480000,-0.0480000,15.4313000,0.0004310,-0.0004310,2021-12-05,2022-02,2021-12-05
Kepler-1959 b,Kepler-1959,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.38669014,,,0,,,,,1.143,,,0,0.102,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5071.00,153.00,-138.00,0,0.81,0.08,-0.09,0,0.77,0.10,-0.06,0,-0.020,0.300,-0.300,0,[Fe/H],4.50,0.09,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m05.35s,296.0223010,+44d43m57.61s,44.7326691,479.2630000,5.5590000,-5.4350000,14.7970000,0.0800000,-0.0800000,12.4940000,0.0190000,-0.0190000,14.5568000,0.0005590,-0.0005590,2021-12-05,2022-02,2021-12-05
Kepler-196 b,Kepler-196,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,20.73988600,0.00006600,-0.00006600,0,0.138000,,,0,1.900,0.150,-0.150,0,0.170,0.013,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5128.00,100.00,-100.00,0,0.78,0.06,-0.06,0,,,,,,,,,,4.57,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,3.1570000,-3.1150000,14.2390000,0.0920000,-0.0920000,12.2350000,0.0230000,-0.0230000,14.1033000,0.0002090,-0.0002090,2014-05-14,2014-03,2014-05-14
Kepler-196 c,Kepler-196,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,47.42773700,0.00022300,-0.00022300,0,0.240000,,,0,2.240,0.170,-0.170,0,0.200,0.015,-0.015,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5128.00,100.00,-100.00,0,0.78,0.06,-0.06,0,,,,,,,,,,4.57,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,3.1570000,-3.1150000,14.2390000,0.0920000,-0.0920000,12.2350000,0.0230000,-0.0230000,14.1033000,0.0002090,-0.0002090,2014-05-14,2014-03,2014-05-14
Kepler-196 d,Kepler-196,1,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,122.08000180,,,0,,,,,2.661,,,0,0.237,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5132.00,102.00,-102.00,0,0.77,0.05,-0.04,0,0.81,0.04,-0.04,0,-0.060,0.150,-0.150,0,[Fe/H],4.57,0.03,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m52.44s,284.9685077,+42d04m44.84s,42.0791214,451.3120000,3.1570000,-3.1150000,14.2390000,0.0920000,-0.0920000,12.2350000,0.0230000,-0.0230000,14.1033000,0.0002090,-0.0002090,2021-12-05,2022-02,2021-12-05
Kepler-1960 b,Kepler-1960,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.29794002,,,0,,,,,1.307,,,0,0.117,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6371.00,169.00,-207.00,0,1.07,0.31,-0.13,0,1.12,0.15,-0.15,0,-0.180,0.250,-0.300,0,[Fe/H],4.43,0.07,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m47.26s,294.6969361,+46d43m12.74s,46.7202043,1527.5600000,53.8650000,-53.8650000,15.1810000,0.1490000,-0.1490000,13.6850000,0.0440000,-0.0440000,15.0761000,0.0003530,-0.0003530,2021-12-05,2022-02,2021-12-05
Kepler-1961 b,Kepler-1961,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,5.60471010,,,0,,,,,1.619,,,0,0.144,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5401.00,159.00,-159.00,0,0.78,0.13,-0.07,0,0.87,0.07,-0.10,0,-0.160,0.300,-0.300,0,[Fe/H],4.59,0.04,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m19.22s,286.3300783,+39d40m59.26s,39.6831276,1042.4500000,37.4000000,-34.9300000,15.8090000,0.2520000,-0.2520000,13.7440000,0.0390000,-0.0390000,15.6950000,0.0004840,-0.0004840,2021-12-05,2022-02,2021-12-05
Kepler-1962 b,Kepler-1962,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.99145985,,,0,,,,,1.215,,,0,0.108,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5700.00,77.00,-77.00,0,1.01,0.15,-0.08,0,1.00,0.06,-0.06,0,0.160,0.150,-0.150,0,[Fe/H],4.43,0.06,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h18m11.62s,289.5483989,+40d09m50.92s,40.1641457,866.8260000,19.0030000,-18.2190000,15.1460000,0.1030000,-0.1030000,13.4120000,0.0380000,-0.0380000,14.9657000,0.0003540,-0.0003540,2021-12-05,2022-02,2021-12-05
Kepler-1963 b,Kepler-1963,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.96226001,,,0,,,,,0.744,,,0,0.066,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5726.00,170.00,-170.00,0,0.98,0.27,-0.15,0,0.92,0.12,-0.09,0,-0.100,0.300,-0.300,0,[Fe/H],4.42,0.10,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h46m21.00s,296.5875182,+47d12m25.66s,47.2071290,492.8470000,3.2970000,-3.2550000,14.0540000,0.1490000,-0.1490000,12.2610000,0.0230000,-0.0230000,13.8875000,0.0001880,-0.0001880,2021-12-05,2022-02,2021-12-05
Kepler-1964 b,Kepler-1964,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2.44082999,,,0,,,,,1.781,,,0,0.159,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4803.00,170.00,-170.00,0,0.70,0.07,-0.06,0,0.75,0.06,-0.07,0,-0.080,0.300,-0.300,0,[Fe/H],4.62,0.03,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m14.11s,297.0588033,+49d28m42.37s,49.4784362,,,,16.3630000,0.2290000,-0.2290000,13.4500000,0.0420000,-0.0420000,,,,2021-12-05,2022-02,2021-12-05
Kepler-1965 b,Kepler-1965,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,41.86869812,,,0,,,,,1.354,,,0,0.121,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5852.00,140.00,-158.00,0,0.84,0.22,-0.07,0,0.93,0.10,-0.11,0,-0.300,0.300,-0.300,0,[Fe/H],4.56,0.04,-0.18,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m03.53s,292.5147146,+38d01m19.15s,38.0219872,521.7910000,4.5630000,-4.5630000,13.8390000,0.1600000,-0.1600000,12.1200000,0.0230000,-0.0230000,13.6415000,0.0002340,-0.0002340,2021-12-05,2022-02,2021-12-05
Kepler-1966 b,Kepler-1966,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,8.61742973,,,0,,,,,1.105,,,0,0.099,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5009.00,74.00,-82.00,0,0.84,0.03,-0.06,0,0.80,0.05,-0.03,0,0.160,0.150,-0.150,0,[Fe/H],4.49,0.08,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m51.31s,292.4637788,+41d17m56.56s,41.2990438,484.6010000,14.3650000,-14.3650000,15.2220000,0.3090000,-0.3090000,12.6430000,0.0380000,-0.0380000,14.7889000,0.0003530,-0.0003530,2021-12-05,2022-02,2021-12-05
Kepler-1967 b,Kepler-1967,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.28169012,,,0,,,,,0.730,,,0,0.065,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4970.00,164.00,-134.00,0,1.81,1.02,-1.02,0,1.00,0.21,-0.17,0,0.320,0.100,-0.300,0,[Fe/H],3.92,0.62,-0.34,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m33.03s,299.1376276,+43d29m54.50s,43.4984724,249.1020000,0.8740000,-0.8680000,13.5190000,0.0570000,-0.0570000,11.1920000,0.0200000,-0.0200000,13.3752000,0.0001900,-0.0001900,2021-12-05,2022-02,2021-12-05
Kepler-1968 b,Kepler-1968,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,7.28109980,,,0,,,,,1.500,,,0,0.134,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5008.00,192.00,-174.00,0,0.79,0.08,-0.07,0,0.84,0.06,-0.08,0,0.180,0.200,-0.300,0,[Fe/H],4.57,0.03,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m01.93s,291.5080318,+45d22m12.34s,45.3700933,750.9300000,22.1090000,-20.9000000,16.3030000,0.2170000,-0.2170000,13.8020000,0.0410000,-0.0410000,15.9711000,0.0005340,-0.0005340,2021-12-05,2022-02,2021-12-05
Kepler-1969 b,Kepler-1969,1,1,1,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,6.64752007,,,0,,,,,1.682,,,0,0.150,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6046.00,190.00,-211.00,0,1.01,0.32,-0.11,0,1.11,0.13,-0.16,0,0.070,0.250,-0.300,0,[Fe/H],4.48,0.05,-0.22,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m08.22s,294.7842662,+49d29m31.40s,49.4920557,1204.5400000,44.2400000,-41.2700000,15.8510000,0.0920000,-0.0920000,14.2350000,0.0780000,-0.0780000,15.6806000,0.0005930,-0.0005930,2021-12-05,2022-02,2021-12-05
